"","location","obs","ens_mean","ens_sd","yday","TD_2M_mean","ASOB_S_mean","ens_1","ens_2","ens_3","ens_4","ens_5","ens_6","ens_7","ens_8","ens_9","ens_10","ens_11","ens_12","ens_13","ens_14","ens_15","ens_16","ens_17","ens_18","ens_19","ens_20"
"11","1",16.7853097126078,16.6429394287723,0.716688987627459,0.814046093508218,273.940072857471,4.58370752119502,15.9091783227426,16.683267256518,17.3690295034615,16.3474144556171,17.2157513713556,15.0230724128717,15.5957588478472,15.8685302722853,15.8048915144767,16.6358099606771,16.9154748754959,16.8793817656306,17.3905574662978,16.497988556826,17.4213649588921,16.801651054302,17.1993984872659,17.0491708148189,16.4283618813582,17.8227347967061
"12","2",8.69899282311152,13.1659507843249,2.60193865267084,0.814046093508218,277.239001872789,36.1542131368892,10.9816350179922,10.360754105438,11.9230636716456,11.0376202350273,12.0331442527394,17.0081573238315,17.0285418620266,17.0640052883103,17.4637250168032,18.5369531152672,11.4521711271834,11.7966887207595,12.1281368393194,11.8383440686101,12.8944107275947,12.9301120156765,11.5986601761765,12.0654342232421,11.5043111052647,11.6731467935888
"13","3",17.6897899726966,14.265570295784,1.33809282823068,0.814046093508218,273.83329128468,6.489675693385,15.102155277978,15.0453316881387,14.8031464671201,14.2890483525073,15.3431860728594,11.3630027906783,12.2531610104676,12.6269590266876,11.6149169666211,14.066933307944,14.2315862100591,14.3194787844215,14.240931312824,15.1261607520191,15.4352636246314,15.4846357488401,14.3738153880157,15.3646919767681,13.9349085047362,16.2920926523633
"14","4",12.8119576485165,14.0290099557554,0.889256663955568,0.814046093508218,277.861561231969,28.5460738250424,14.5539260547213,14.1666852717206,14.9365326020906,14.4971133156689,14.5855386145266,13.7858947172608,13.2621406391056,13.9025110729982,14.3656247979682,14.2157573780164,12.3761657518256,12.784198884083,12.7771853834567,12.4013037776782,14.385075289552,15.1293738590269,14.1633015898966,14.6041696425733,14.1178470405672,15.569853432371
"15","5",16.4637702396678,13.7770453140019,1.48740018535987,0.814046093508218,273.347779672213,8.79967616617154,13.584355700628,13.5466163996317,12.6422341173907,12.7383439365563,12.7339502682243,16.351922028188,14.9733358012436,15.4196501344965,16.1036009236721,15.9237897492308,11.8662539515532,12.0907252792498,11.9624065996039,11.8749895823449,12.2904172636239,14.4965990099397,13.5368363372809,14.23879629503,14.6364673980055,14.5296155041445
"16","6",14.0839045580517,14.4039044140839,0.662104313925871,0.814046093508218,276.350552065223,25.1435050106425,13.4514212826075,14.1547929751799,14.0324664132028,14.129221303524,14.8521369365488,14.4208606523139,13.8351849428828,14.0860432284469,14.5110318239841,14.9436672721499,14.9754442662069,15.889394817427,14.6992157206748,13.71350541668,15.8238022831268,13.9013691424259,13.9054996217213,14.3990256263498,13.6765954638015,14.6774090924233
"17","7",13.2619356866541,15.7085402398258,0.667295133421789,0.814046093508218,277.842371119943,20.3373724242954,14.4039175479597,15.1145238585538,15.9687426510861,15.028495993616,15.6097366486889,16.0743068106117,16.0342012510442,15.7442078102536,15.9392907159046,15.7773765593696,15.3259250672202,15.688499713734,14.8571558790555,16.3829366226044,15.1255197032037,16.4580386270083,15.582789266104,16.0037338435572,15.5510576642715,17.5003485626694
"18","8",12.4676343222107,13.0931245066322,0.485020221829654,0.814046093508218,277.608999256082,28.122336740944,13.2121112857777,13.3198329150951,13.9268266816102,13.5481099785872,13.888172369103,12.2118258831474,12.8452007774635,12.2104899119554,12.4387746993875,12.8488995339732,13.5022012681455,13.3384896573479,12.7549901724896,13.2161426511978,13.1263802131076,13.4755326754327,13.3210630519245,12.6895202087734,13.1080413421453,12.8798848559787
"19","9",12.0471277591972,15.6408104886882,1.37328601065668,0.814046093508218,277.034419503218,26.1184612423578,15.4948160113076,14.5565547417744,15.9347530230104,15.3701134867855,15.9722085007396,11.979427463004,13.6026766346097,14.2572777502028,14.4708137565033,16.1282177956245,16.2433826527953,15.4686018319239,15.4565349599351,15.5194686181206,17.5268259982772,17.0205916538475,16.8876222174325,16.954496735394,16.4937663683943,17.4780595740829
"20","10",11.6440138752603,15.5149199072066,0.685535690443851,0.814046093508218,273.967277531375,12.2381370875736,15.9167541163251,15.3891727762942,16.0234386779024,16.1167456827687,15.538925207154,15.8217155650678,14.5845787708061,14.5990771242907,15.7370158819032,16.4097263185503,15.2877427461466,15.1056277884152,15.5790566367195,15.2641089925919,14.9443583028579,14.3873527705727,15.0656869728592,15.5077984183094,15.6678000176224,17.3517153769753
"21","1",4.5363299324546,8.92104260862582,0.498027760813426,0.726607524768566,273.322208754908,24.6105097648765,9.15180944459298,8.56687394536453,8.11092315147346,9.00921095083259,8.93943904369116,8.72026746135434,8.52482871941633,8.95562793883369,8.152498028704,8.42458354672734,8.55406021464834,9.76450646604599,9.13596733219264,9.48965558776115,8.60198700162056,9.25319431440545,8.82666116027481,9.08443962320388,10.0819146045742,9.07240363679892
"22","2",6.68797242508899,7.72622652418762,0.453290441720265,0.726607524768566,275.204879869425,48.36936988408,7.86591256594002,8.34680692266209,6.97833625173177,7.44096342359229,8.05675476170375,7.80042353001133,8.65811348049363,7.50453392250056,7.46546156302775,7.33877131335737,7.55189125293672,8.18964443812322,7.76675447507278,7.25224332373955,8.00140581138979,6.97511544597159,8.30475545689453,7.42454311953751,7.62792898751227,7.97417043755396
"23","3",5.35964296514966,7.10053832478658,0.646881008224825,0.726607524768566,272.81521477086,42.5418397114721,7.60617805670388,6.75453182668728,7.88771956429792,7.23613636206232,6.88612583011485,6.41275989033754,7.24898688378111,6.64258291891482,6.35461939037583,6.38598048408145,6.41852835909194,6.6458553531906,6.51445066437148,7.10682076524987,6.83241937544018,8.61832595902156,8.3218362324053,7.4186270715616,7.39055441107777,7.32772709696438
"24","4",3.49276875319794,5.93712162713068,0.691295126406288,0.726607524768566,276.28112332981,63.0627268980931,5.38946879568382,6.51541859925239,6.71349960192373,5.91518727854165,5.91507224987813,5.01712485077439,5.1809724519999,5.72214925661464,5.37290643431803,4.36750641403363,5.53524851707731,6.00226233471817,6.40099250290212,5.94380684000686,6.27811849668972,6.91939445834543,7.37282043974085,5.97345976283413,6.19120935264796,6.01581390463077
"25","5",6.90085810401588,7.85677292741957,0.592997656206012,0.726607524768566,273.666119241493,46.7401845921381,8.08641219532987,7.33352115896271,7.03762836192636,7.0969630483209,7.39902008710814,7.55519881187651,7.72607117951531,8.0359606720312,8.34681982230396,8.12468240219589,8.08222160622229,7.42466876688841,8.66502872635462,8.45105661226128,7.80522795140187,7.15621969736845,8.63038984526964,7.28958054783782,9.18487844514926,7.70390861006699
"26","6",7.53225704095065,7.54558471348766,0.653940990104616,0.726607524768566,273.876616512269,66.4487177263464,7.55209521575249,7.73454645283608,7.60782107175981,6.86664961888058,6.72398057891009,6.69016937635808,7.51686960906807,6.17717037443187,7.15394575578962,7.11646247700272,7.39094149023998,8.12260188638909,8.92778755137956,7.7545135604932,8.2748279081451,7.7998433861347,8.52470749367642,7.78237353206454,7.39798926437607,7.79639766606519
"27","7",7.19870793108659,6.72225346289501,0.927423523202838,0.726607524768566,275.528372050942,68.1426932791384,6.68643624095818,7.82511767310621,8.0242587515785,6.87216734750417,7.92092796569473,6.24728932787265,5.00805773619907,5.57473489271368,6.03586772521095,5.49166585767197,7.01174641892525,5.48991566558229,6.29910052510839,6.80928561927507,6.27041264640264,8.18025243619695,7.80300089570366,6.92556902384189,6.84735894946304,7.12190355889091
"28","8",5.38984855504642,3.31282275907064,0.622413462003147,0.726607524768566,274.998037024283,68.0392541389197,3.30277257089195,2.88253103288744,2.14891736632903,3.27284118691748,3.8091564627456,2.7201912001997,3.50159394344865,2.48211028195976,2.78261747657057,3.48691858446258,4.50505930661373,2.68043293144296,3.28575866700376,3.47417638966159,3.23973885709886,3.36320797996246,4.07182102870746,2.86162970193827,4.21558107456387,4.16939913800705
"29","9",6.33648263786951,9.38496360087733,0.927371657165975,0.726607524768566,274.48579050367,72.0867993949964,8.77200996808536,9.13233540968816,9.12965483305398,8.77345387112329,9.56947440317905,7.84123233070527,9.02565408497023,7.61016693996174,8.59138350586131,8.94752297106653,10.7840726717068,10.503100155798,10.1062197874435,10.0653433418334,10.1551458742433,9.45433633185378,10.0776801611996,8.94284865333373,9.00602738782582,11.2116093346137
"30","10",9.61544205858593,9.25617291219847,0.723524082106403,0.726607524768566,271.629939397227,50.8695534857268,9.43943683230333,8.95946877618497,8.90972719758717,8.3303369034312,10.4183501870959,8.50150192858464,9.83837120776666,9.08726464129377,8.1937292639981,8.29172010843851,9.67350484354468,10.404791849013,10.2319216119648,9.49613773006181,10.1883351043739,8.90710482960515,8.71479828436958,8.50282583450817,9.58823730523917,9.44589380460487
"31","1",9.26691168461295,9.47307198338985,0.587989233658186,0.42110087079609,269.547960613571,127.520595686523,9.40549039074446,8.87316987725478,8.89109841167944,8.2522705666349,9.5574705458669,8.89679632614754,9.04590535836292,9.12565903348077,9.08378625746752,9.46955722635475,9.25177066245328,10.0307370029836,10.0680511155778,9.47785546579805,10.4537008056907,9.32651523273863,10.5682167758221,9.74099659339742,9.72935250778056,10.213039511561
"32","2",7.53059072780616,8.71902517914492,0.617400976693156,0.42110087079609,266.269937445843,140.008163757635,8.81485918983055,8.05784261100722,8.2943029327965,7.63515527849871,8.39583954950614,8.71441223652793,8.88097066348105,8.94818240079531,9.21686269227605,8.78863818943928,8.21574232166529,9.03231862871066,9.56288883836641,9.14575023279215,8.34123349226874,10.3829165529094,8.36720282337841,9.09346548391414,8.50731592805376,7.98460353668071
"33","3",13.4906725199767,10.6127395420898,0.478035301309527,0.42110087079609,268.262139806636,129.359171836662,10.4344133414945,10.8927464262714,11.2553728476524,10.1424893848662,10.0994067077493,10.877909242929,10.6975000469399,10.5070602173761,10.8947960916995,11.4186095671077,10.3079557442465,10.0424572775582,9.80407366353989,10.7186892901449,11.3800399298426,10.2871419637744,10.009483253739,10.4789218277727,10.8414634446902,11.1642605724023
"34","4",6.10959440884196,4.97574993362056,0.832553131573162,0.42110087079609,266.859630846379,138.927302142564,4.3419331863388,5.40316258063756,4.81211699324562,6.13590388674621,6.2437760558907,4.74682970289762,4.34769752148316,6.25007825359298,4.08559189522011,5.33633049615753,4.87608349181741,5.4586919216809,4.4425930440789,5.26744084368209,5.57236989081477,4.54834924709142,4.00330213040622,2.92695461717295,5.46999619972962,5.24579671372671
"35","5",12.4964174304301,11.4009497613447,0.483588817804512,0.42110087079609,269.039660145843,116.771446646435,11.8163456427313,11.4939715055138,11.8732784631195,12.251085413832,11.1113107016399,10.8027103013433,11.3709574660026,10.9212260506993,11.7281727024913,11.4644533432695,11.6227211105529,11.3597769657033,11.8050934680675,10.4247438086445,11.3152175170792,10.9853639898834,10.5449562652018,11.3960013139374,11.9662309245138,11.7653782726686
"36","6",9.1687638999731,10.6322001907436,0.752501753488093,0.42110087079609,267.241975280205,144.435393248185,11.3747377562399,10.9877481283555,10.5395669474339,11.89564926145,11.8691273957886,11.7039621864845,10.7319810210599,10.5852630228396,11.18836593261,10.6224224626521,9.55055507842606,11.0939740120355,10.2646834238913,10.3490619306759,10.8219233436374,9.63698326243378,10.0974774410597,9.77036480904455,9.34982883931617,10.2103275594381
"37","7",10.074254452499,9.5708720534814,0.816372998013846,0.42110087079609,267.887187124498,140.60381676267,10.5120079982079,10.6108499261293,10.5491277560479,10.2942814724854,10.2861830711565,10.4908930210208,9.30414014951999,10.0522657779801,9.467824345912,9.66101027941038,9.50802993901609,9.37732750928303,9.73639827745151,9.16421940509344,10.2482189512914,8.8603380289346,8.03242649805849,8.39107661562547,8.42142040226511,8.44940164473867
"38","8",8.67983546527171,10.8901657230287,0.491397763790687,0.42110087079609,264.473256072979,143.684256862528,10.8943175730196,10.8698380559912,10.8000300160117,11.9032329195042,10.4162492286504,10.8899503004827,9.98524985287385,11.1440417201078,11.2625954808264,10.3878326859688,11.5410938798287,10.6772132178588,11.1288171067684,11.6709285817582,10.6428577438203,11.0245738531324,10.3580482973826,10.1789635145955,10.9142128222037,11.1132676097885
"39","9",9.47954694609964,12.4058432954198,0.593325311844534,0.42110087079609,263.988948890411,143.758853420934,12.1047770869901,13.0141910561108,11.7023211397581,12.8746414255314,11.9525186653405,13.3300600659293,12.5397026966505,13.1955035102965,12.3790950815877,12.5926229749396,12.788110238356,11.9657520631698,12.4161892496798,11.5455599446462,13.1270389299448,12.6354754508941,11.6245186664693,11.6459746171212,11.660441248629,13.0223717963523
"40","10",10.9057601507867,11.6179459028524,0.635744934889336,0.42110087079609,268.395517658484,143.701471029319,12.0323130985125,11.3702300300215,11.7212387610181,12.31913755968,11.2846067837835,10.7807212259799,10.4127954732304,10.7215039818584,11.969050724902,10.7232134252095,11.7449715559608,12.8581021727547,12.0721283482243,10.9849036873672,11.5135080726328,11.6949256776951,12.2435451903574,12.0481347639472,11.9456390742953,11.9182484496171
"41","1",11.4826313148125,9.72488267959206,0.734408418654104,0.357698238833125,274.923725025202,144.660253610298,9.65821830183677,9.74345232009041,10.2079506136344,10.1777853054879,10.381233678236,10.5202667481427,9.69903429617089,10.1318152799659,10.2583689849083,10.1642427799311,10.3019697278114,9.79656127349892,10.1120583898473,9.71500049608695,10.5309729576067,8.6052050677971,9.25970891208117,8.4328350869229,8.0057069020269,8.7952664697577
"42","2",7.76779868815272,7.44997390132602,0.597931554269292,0.357698238833125,274.803491428682,144.692843304571,8.18104982133825,7.45360342610729,6.76745716295039,6.83548226635086,8.41099068496271,7.56322598970417,6.67540126883307,7.42472590744326,6.59796006444804,7.09507079922388,8.50312133594319,7.23436260404146,8.23610391027665,7.64017415033687,7.91066678830385,6.71907950007062,7.20207789541139,7.03345710566428,7.60683053222047,7.90863681288978
"43","3",10.2965920948503,8.69909350560083,0.922445730966596,0.357698238833125,272.820052662036,130.514046698564,9.00536872579989,9.02866965250563,8.52653365840304,8.13929951100756,9.00405769927202,7.46954849450485,7.6104645798013,7.0922147087917,6.99597090059325,7.74480646568997,9.45049777310292,10.3184587742823,9.52657403045749,8.73714202557374,9.89706554179087,9.36349979931788,8.94549616048599,8.63768175542647,9.12218787092887,9.36633198428082
"44","4",7.5047158771453,8.68042138800335,1.13833114543313,0.357698238833125,273.926187402915,140.840012105476,8.67326242490383,10.0307563157855,8.57144076119644,8.31214912645691,8.71530476394747,6.2902389040724,7.14981436942483,7.30058922280451,7.37604112693099,7.01372607421907,9.42257778270842,9.28468004838254,9.54031767352259,8.67977181307768,9.79414459182485,9.09874490947394,10.3386661476434,8.74031298348305,9.112943173235,10.1629455469736
"45","5",10.6416446464722,7.66303013220748,0.853488096324709,0.357698238833125,273.647159538559,119.924776105576,7.58336850031521,7.35499962287852,7.93385153663715,7.65857198718669,7.46736139725259,6.72825388833409,6.74079980026217,5.83453103258009,6.71576267181219,7.66039722145969,8.4602897193931,9.30194683207745,8.39104844911076,8.44805616319522,9.22658193470923,7.32770476212646,7.16507641005188,7.8789290517077,8.10456762392778,7.27850403913166
"46","6",9.59951931475933,7.87954753905193,0.654904588649663,0.357698238833125,275.434447345856,146.960351811403,8.22138936790107,8.10240060092065,7.32830134360153,7.77376172764723,8.71021799471126,7.51414680406143,6.54085563156607,7.68648004488699,7.43770526844223,8.7560675666844,8.05370177701251,8.43180772743215,7.76020376106408,9.23492663645255,8.65674411226142,7.7954542169466,7.32293333335766,6.99023560871037,7.50482031324758,7.7687969441309
"47","7",6.77292592244437,7.05419751072895,0.606794680378315,0.357698238833125,277.100288420735,142.170257746304,6.73063860712224,6.51582958743084,6.34542295476748,7.06173200549195,7.3568766886305,7.07394307868786,6.55316358242342,6.70237851660241,6.73113452214946,6.72040408418326,7.62229083977774,7.62742938714415,8.63131494773067,7.49022651846988,7.74647308065471,6.11688962727621,6.37709725377529,7.38469302227777,7.41671984608603,6.87929206389719
"48","8",7.71417284628486,8.11890259714733,1.17724447651522,0.357698238833125,275.326900049901,143.688239000759,8.91402197261952,8.46922083174107,9.01786726697566,8.27623008053705,9.86235898690033,6.541158174904,7.41992011267207,6.10635864083103,5.79522884823526,6.4261883633674,8.23045342733479,8.61384270596054,8.08603313603788,7.33798247375241,8.39682535786381,8.51278974775921,9.97140837556495,9.33839697621278,8.69317404073402,8.36859242294289
"49","9",9.23686265420897,7.88667941973341,0.68988131150666,0.357698238833125,274.979702109456,147.247368287524,7.61854982957553,7.8306173405732,8.67861515564024,7.8029404291821,9.54524783811211,6.94953920783336,7.83860624919411,7.84404308213477,7.69956827871434,8.1029016632261,7.80456902107437,8.53167305666138,7.73741838550754,8.47050421066134,8.97267166204925,7.25963632057892,6.91456373961594,7.6675722961858,7.68515735944863,6.77919326869922
"50","10",10.4676987929654,10.1956288901423,0.615110958627491,0.357698238833125,275.356961130072,154.781335498597,9.78119382978782,10.0319449480076,10.4808537461593,10.8990267208534,10.6719603292256,9.80329120051593,9.23957740906583,9.45287814652077,9.76676450970218,10.8168358052846,11.5668669051213,9.47257213241108,10.2179279449455,10.6163418779027,10.3681093576553,10.5302427912233,9.63674276525324,9.38788884946053,10.6418673666951,10.5296911670547
"51","1",8.67680822060849,7.71615004590145,0.829702759402992,0.276096973097469,275.283374588394,24.614838632811,9.4111590345681,8.80996067451514,8.92167117520596,7.94472672745788,8.13414050628735,7.49783410537411,6.69079862783495,6.73701249076496,6.93352729567412,6.4132285347021,8.20128438863751,7.4142580749257,6.89452836960483,7.74126379641763,7.65680082487223,7.93508188849436,7.19421526839014,7.37451870526254,7.48925652146435,8.92773390757506
"52","2",9.19622177240197,9.38600366901082,0.791476133231029,0.276096973097469,277.124224556769,24.3917674458708,9.51278246792567,10.1340141265271,9.67137685255556,11.0989525638691,10.5651766277387,9.06439548873123,8.45010684921603,9.08051442039198,7.70325114003129,9.14214896611247,9.15222633855465,9.77596099727369,9.33129961419982,10.0725655833898,9.91073985699917,9.18085296875914,8.70653743479403,9.9310349299531,8.71833124790719,8.51780490528665
"53","3",8.60150180794306,10.3604324613948,1.62144814738316,0.276096973097469,275.481638437236,33.3311250639002,10.1937150404323,9.59260796735911,9.62269630448938,9.26031525510583,10.4184583837433,7.52809018884404,8.97525592679214,8.26240522672396,8.79871503536676,8.28457963883981,11.8192482295969,10.1503408882602,10.7814935575427,10.7032060222434,11.9503719876832,12.3732958703176,13.8903298740984,10.7841750126944,11.8994709147886,11.9198779029729
"54","4",5.45986559764172,4.31489534194008,0.978334533682295,0.276096973097469,276.368924598242,7.45238999842407,5.43475438284456,6.23667299007204,4.09872488138199,5.98188219573496,4.67607428833368,3.61108824269525,3.81410108792774,3.82529461835805,3.29970342499893,3.95946747072347,5.59781286881215,4.3788643306448,4.40623570764199,5.40181101183469,4.84841624103641,3.16768500649361,3.72804392489076,3.07756510532651,3.19818696644716,3.5555220926028
"55","5",9.69972104427056,7.99778276379407,0.741088382638512,0.276096973097469,275.592903088744,16.792508191952,7.66312722640897,8.03412718562949,8.14659613911512,8.73019110770377,7.75759762652112,7.96267922407737,7.42737004035947,7.0563047909538,6.92453122731037,7.66985966021707,7.64749732113624,6.65906311160678,7.92674479665162,7.28530356670891,8.50746607335636,8.7564985442363,9.41448179909839,8.63447480759409,8.78752140043748,8.96421962675861
"56","6",8.42810731402003,7.27336221431781,0.987771679073156,0.276096973097469,277.303293446835,9.50734643836686,7.69030904406692,8.16955674022421,7.62367688570679,6.55278369510514,8.76550960434036,6.90850717540483,5.42500032426581,6.4878391945618,6.57275716291877,5.02138770341979,7.76612546628017,6.92524368972943,7.02235515624341,7.05151463987871,6.79547838056396,8.10340173806439,8.17714804449146,7.67051779104046,8.05713814467749,8.68099370537238
"57","7",10.1189073219823,7.67146468339391,0.627963730644777,0.276096973097469,276.571616662314,10.6294520593767,7.63081742680422,7.3671726346268,7.86452356182717,7.75935451556707,8.30873468067493,6.71827950318974,7.12302825295919,7.60525231734753,6.73524081017515,6.91772094897033,7.89713357764365,8.07318097433223,7.04573643589771,6.86279303960998,8.22106687374962,8.76495433559927,8.74420203407499,8.0813300092669,7.5828565987234,8.12591513683822
"58","8",9.40796977722832,6.90941786571629,0.581897795704282,0.276096973097469,276.259537876819,12.414941791613,7.16431926919763,7.23484235451707,7.73779398027238,6.40057057283162,7.48961046293511,6.30228431227476,6.04331635739824,5.90940417383141,5.97355195404214,6.6425064403946,6.75459398066369,7.24532842568953,6.90520872596171,6.71735350724117,6.89467045445581,7.48925743299741,7.357466358087,7.72720478471478,6.6183667544938,7.58070701232598
"59","9",6.69467351154668,6.39579190447762,0.895034983368707,0.276096973097469,277.377830374535,12.6787232196078,7.81955061957909,6.55206858684887,6.42373171445744,6.30368494301372,5.95809830027664,4.68418714545266,4.9321335954094,5.11771396020819,5.48855625213145,5.34685095278797,7.28656518332338,7.48384747909885,6.52046919802825,6.89911891686753,6.726230925146,6.67932225545847,6.87997068439893,6.6962461201182,7.65038282449602,6.46710843245124
"60","10",2.20326664177403,4.6848369242395,1.08138658191616,0.276096973097469,278.296158923687,19.9956668679604,3.60687687304219,2.85182401394486,3.5299637582631,4.12512749219048,4.56416617664643,4.82081919109446,6.43304103905513,5.75582549562729,4.82724679300628,6.24938916494473,4.66133709560884,6.20122693126503,5.62338495855041,5.69160983882027,5.56996519614793,3.97670248173668,3.67604890108907,4.36410722506564,3.18290777061553,3.98516808807568
"61","1",4.89821880280278,5.14001480585229,1.69120518108308,-0.317191288589106,276.434826393625,220.738399558671,3.3086036385541,4.94196920549553,3.65049158986882,2.58637559075009,2.18871688059874,7.12363391023307,5.89983122493102,6.08283143199337,6.26949006293462,3.29822487352028,6.66592956559361,8.11241658275517,6.07676205260968,6.33462647406458,2.60038456101515,6.20919286526259,5.7484642608999,6.37912922020119,4.72013536031699,4.60308676544732
"62","2",5.74977398383344,4.90793226746732,1.90153234362746,-0.317191288589106,277.442496786758,250.654988784483,6.13210785205258,5.79746782457063,5.68480937816418,5.404539572287,3.42843419574506,4.30900406823415,3.96021257010011,5.24839021313512,4.62829358946449,3.42181630509369,2.97857613873205,3.53605664368556,3.12918060159708,3.73840763177122,1.7657371514724,7.72854862776004,8.25103146481823,7.43413965438611,8.3038386037339,3.27805326254272
"63","3",6.83716324713922,5.98157150741098,1.54456962647533,-0.317191288589106,275.967047660798,229.354291183506,5.13091372574331,5.0281818045397,5.29107151214357,3.05390789571339,2.39751238861187,5.68572443372149,7.95570508634801,7.41051037502498,6.3099579632934,5.35311885248966,5.60527574890236,4.68313781668853,5.91176175033924,8.0043243367524,7.18849077858086,7.34768696594513,7.75384101650862,7.1261793115051,7.05787019146498,5.3362581939029
"64","4",6.41185633367853,5.92493799209699,1.12476728895401,-0.317191288589106,281.196675067791,250.665005833346,6.81961087885586,7.80755588223554,6.85573557805347,7.46426901101534,3.96446186159946,6.32015877895355,6.74659486389089,6.72315071383936,5.0641517265337,4.35731587793976,5.91748535374109,5.55345481542053,4.97288534826872,5.71312955749989,4.68863258660468,6.76438047462586,6.1728668752284,6.38717506555701,6.32697177836905,3.87877281370765
"65","5",6.26595863638078,5.80631785058333,1.0406510068794,-0.317191288589106,275.710502986534,246.185538740765,5.90942107148245,7.02921601103604,6.03265173007503,6.74977207332911,3.75941838562739,6.06203504996277,6.18103726106281,5.21494910263936,6.19276054106554,6.25384022165331,4.47775999967356,3.57419555860521,4.13113161858337,5.7025104416119,6.31671467012347,6.36415313240762,6.76647386184058,6.40429584577006,5.9318526438929,7.07216779122411
